title,article_url,date,time,section,excerpt,author
ΣΥΡΙΖΑ: Κολοσσιαίες οι ευθύνες κυβέρνησης και ηγεσίας Ενόπλων Δυνάμεων,https://www.kathimerini.gr/politics/562608529/syriza-kolossiaies-oi-eythynes-kyvernisis-kai-igesias-enoplon-dynameon/,2023-09-09,,ΠΟΛΙΤΙΚΗ,"«Την ώρα που η Θεσσαλία βρίσκεται για ημέρες κάτω από τα νερά και τις λάσπες, με ανθρώπινες απώλειες, αγνοούμενους και εγκλωβισμένους συμπολίτες μας, έρχονται στο φως της δημοσιότητας συγκλονιστικές αποκαλύψεις για την ασφάλεια των στρατιωτικών εγκαταστάσεων και την επάρκεια σε στρατιωτικά μέσα απέναντι στις πλημμύρες», υπογραμμίζει σε ανακοίνωσή του ο ΣΥΡΙΖΑ-ΠΣ.",
Αποζημιώσεις μιας 10ετίας σε μόλις 2 χρόνια,https://www.kathimerini.gr/economy/562607659/apozimioseis-mias-10etias-se-molis-2-chronia/,2023-09-13,,ΓΡΑΦΗΜΑΤΑ,Κατέβαλαν οι ασφαλιστικές εταιρείες στην Ελλάδα για ζημιές από φυσικές καταστροφές το 2021 και το 2022.,
Ασφαλιστικές κλείνουν και κάποιες δεν κάνουν πλέον νέες ασφαλίσεις,https://www.kathimerini.gr/economy/562607656/asfalistikes-kleinoyn-kai-kapoies-den-kanoyn-pleon-nees-asfaliseis/,2023-09-12,,ΔΙΕΘΝΗΣ ΟΙΚΟΝΟΜΙΑ,"Δεν αντέχουν, καθώς οι πυρκαγιές, οι πλημμύρες και οι τυφώνες πολλαπλασιάζονται.",
Δρ Μπέσελ βαν ντερ Κολκ στην «Κ»: Η ασφάλεια είναι «φάρμακο» για το ψυχικό τραύμα,https://www.kathimerini.gr/society/562607434/dr-mpesel-van-nter-kolk-stin-k-i-asfaleia-einai-farmako-gia-to-psychiko-trayma/,2023-09-11,,ΚΟΙΝΩΝΙΑ,Ο «επαναστάτης» της ψυχοθεραπείας μιλάει για τις παγίδες της παιδικής ηλικίας και των κακοποιητικών συμπεριφορών.,
Καλωσήρθατε στο κλιματικό χάος,https://www.kathimerini.gr/society/562607194/kalosirthate-sto-klimatiko-chaos/,2023-09-11,,ΓΡΑΦΗΜΑΤΑ,Οι επιστήμονες εξηγούν γιατί η νέα «ρουτίνα» των ακραίων φαινομένων είναι αποτέλεσμα της κλιματικής αλλαγής.,
Δυσκολεύεται να καλύψει βασικές ανάγκες 1 στα 3 νοικοκυριά,https://www.kathimerini.gr/economy/562606855/dyskoleyetai-na-kalypsei-vasikes-anagkes-1-sta-3-noikokyria/,2023-09-10,,ΕΛΛΗΝΙΚΗ ΟΙΚΟΝΟΜΙΑ,"Το 2022, δεν σημειώθηκε κάποια ουσιαστική πρόοδος σχετικά με την αναμόρφωση των συλλογικών διαπραγματεύσεων.",
"Κακοκαιρία Daniel: Νέοι κίνδυνοι, νέες προκλήσεις",https://www.kathimerini.gr/society/562606096/kakokairia-daniel-neoi-kindynoi-nees-prokliseis/,2023-09-08,,ΚΟΙΝΩΝΙΑ,"Ο Καθηγητής Κωνσταντίνος Καρτάλης και ο Δρ Κώστας Φιλιππόπουλος γράφουν για το φαινόμενο του εμποδισμού Ωμέγα, το σύστημα Daniel και την ανάγκη για αλλαγή όλων των διαχειριστικών σχεδίων που σήμερα είναι σε εφαρμογή.",
Το Αστεροσκοπείο και η (παρα)πολιτική,https://www.kathimerini.gr/opinion/readers/562602490/to-asteroskopeiokai-i-para-politiki/,2023-09-07,,ΓΡΑΜΜΑΤΑ ΑΝΑΓΝΩΣΤΩΝ,"Ως πρόεδρος και διευθυντής του Εθνικού Αστεροσκοπείου Αθηνών (ΕΑΑ) για μία ενδεκαετία (1994-2005) και διευθυντής του Μετεωρολογικού του Ινστιτούτου από το 1976 μέχρι το 1985, θα ήθελα να προσυπογράψω τις δηλώσεις του ∆.Σ. και του νυν προέδρου του Ιδρύματος κ. Πλειώνη…",
WWF: «Οι φωτιές δεν σβήνονται από τον δρόμο»,https://www.kathimerini.gr/society/562602433/wwf-oi-foties-den-svinontai-apo-ton-dromo/,2023-09-07,,ΚΟΙΝΩΝΙΑ,Δριμεία κριτική του WWF για το σύστημα δασοπυρόσβεσης και τις φετινές καταστροφές.,
Κοπή δένδρων και πρόληψη,https://www.kathimerini.gr/opinion/readers/562600396/kopi-dendron-kai-prolipsi/,2023-09-06,,ΓΡΑΜΜΑΤΑ ΑΝΑΓΝΩΣΤΩΝ,"Πρόσφατα, λόγω επαγγελματικών υποχρεώσεων, ακολούθησα την παλαιά εθνική οδό Ελευσίνας – Θηβών μέχρι το ύψος της Οινόης.",
Σταμάτα: Σύλληψη για εμπρησμό από αμέλεια,https://www.kathimerini.gr/society/562597936/stamata-syllipsi-gia-emprismo-apo-ameleia/,2023-09-04,,ΚΟΙΝΩΝΙΑ,"Συνελήφθη στο πλαίσιο του αυτοφώρου, κατά τη διάρκεια εκτέλεσης εργασιών σε δασική έκταση.",
Πυροσβεστική: Ταυτόχρονες επιχειρήσεις σε 82 πυρκαγιές στην Ελλάδα,https://www.kathimerini.gr/society/562597930/synolika-82-pyrkagies-antimetopizoyn-oi-pyrosvestikes-dynameis-se-oli-ti-chora/,2023-09-04,,ΚΟΙΝΩΝΙΑ,"Συνολικά 82 πυρκαγιές αντιμετωπίζουν οι πυροσβεστικές δυνάμεις σε όλη την επικράτεια, ενώ το τελευταίο εικοσιτετράωρο εκδηλώθηκαν 51 νέες δασικές πυρκαγιές.",
Χωρίς ενεργό μέτωπο η πυρκαγιά στον Εβρο – Επιφυλακή για «καντηλάκια» στην Πάρνηθα,https://www.kathimerini.gr/society/562596838/se-yfesi-i-pyrkagia-ston-evro-epifylaki-gia-quot-kantilakia-quot-stin-parnitha/,2023-09-03,,ΚΟΙΝΩΝΙΑ,"Εικόνα ύφεσης παρουσίασε το απόγευμα η μεγάλη πυρκαγιά στον Εβρο, που συνεχίζει να κατακαίει δασική περιοχή για 16η ημέρα. Λίγο πριν τις 9μ.μ. η πυροσβεστική ανακοίνωσε πως δεν υπάρχουν ενεργά μέτωπα.",
Φωτιά στον Εβρο: Μήνυμα 112 για εκκένωση της Λευκίμμης,https://www.kathimerini.gr/society/562596385/fotia-ston-evro-minyma-112-gia-ekkenosi-tis-leykimmis/,2023-09-02,,ΚΟΙΝΩΝΙΑ,Στο μήνυμα ζητείται από τους κατοίκους να εκκενώσουν την περιοχή με κατεύθυνση προς το Τυχερό.,
Συνέδριο ΣΥΡΙΖΑ: Θέσεις και ατζέντα των πέντε υποψήφιων προέδρων,https://www.kathimerini.gr/politics/562596313/synedrio-syriza-se-exelixi-oi-omilies-ton-ypopsifion-proedron/,2023-09-02,,ΚΟΜΜΑΤΑ,"Η εκλογή προέδρου θα διεξαχθεί την Κυριακή 10 Σεπτεμβρίου. Εφόσον χρειαστεί δεύτερος γύρος, αυτός θα γίνει στις 16 Σεπτεμβρίου.",
Κατεπείγουσα επιστολή Κικίλια σε Περιφέρειες και Δήμους για αντιδιαβρωτικά και αντιπλημμυρικά έργα,https://www.kathimerini.gr/society/562596238/katepeigoysa-epistoli-kikilia-se-perifereies-kai-dimoys-gia-antidiavrotika-kai-antiplimmyrika-erga/,2023-09-02,,ΚΟΙΝΩΝΙΑ,Στο πλαίσιο της απόφασης που ελήφθη στη σύσκεψη υπό τον πρωθυπουργό.,
Για 15η ημέρα καίει η φωτιά στον Εβρο – Σε εξέλιξη 81 πυρκαγιές,https://www.kathimerini.gr/society/562595965/gia-15i-imera-kaiei-i-fotia-ston-evro-se-exelixi-81-pyrkagies/,2023-09-02,,ΚΟΙΝΩΝΙΑ,Αδιάλειπτα συνεχίζεται η μάχη των δυνάμεων της Πυροσβεστικής στην πυρκαγιά στον Εβρο για ακόμη μία ημέρα.,
Εως πότε θα χαιρόμαστε να μισούμε το κράτος;,https://www.kathimerini.gr/opinion/562595326/eos-pote-tha-chairomaste-na-misoyme-to-kratos/,2023-09-03,,ΑΠΟΨΕΙΣ,"Δεν κάηκε μόνο η Ελλάδα αυτό το καλοκαίρι. Ολες οι μεσογειακές χώρες κάηκαν, λίγο ή πολύ. Ακόμη και ο Καναδάς και η Χαβάη γνώρισαν πρωτοφανείς δασικές μεγα-πυρκαγιές. Κανείς δεν μπορεί να ισχυριστεί ότι αιφνιδιάστηκε: οι κλιματικοί επιστήμονες μας είχαν προειδοποιήσει. Υπάρχει, όμως, κάτι που διαφοροποιεί την Ελλάδα από άλλες χώρες. Δεν ξέρω καλά τι γίνεται […]",
Πώς θα είναι η Ελλάδα το 2033;,https://www.kathimerini.gr/society/562595176/pos-tha-einai-i-ellada-to-2033/,2023-09-07,,ΚΟΙΝΩΝΙΑ,Επτά διακεκριμένοι επιστήμονες και έμπειρα στελέχη περιβαλλοντικών οργανώσεων μας δίνουν εικόνες από το μέλλον μιας χώρας που βρίσκεται στην «επικίνδυνη ζώνη» της κλιματικής κρίσης.,
Πυρκαγιές: Μάχη για 14η νύχτα στον Εβρο – Χωρίς ενεργό μέτωπο η Πάρνηθα,https://www.kathimerini.gr/society/562594858/pyrkagies-machi-gia-14i-nychta-ston-evro-choris-energo-metopo-i-parnitha/,2023-09-01,,ΚΟΙΝΩΝΙΑ,"Συνεχείς είναι οι αναζωπυρώσεις στον Εβρο που καίγεται επί δύο εβδομάδες. Ολονύχτια μάχη με τις φλόγες θα δώσουν και απόψε πάνω από 580 πυροσβέστες, κυρίως μεταξύ των περιοχών Σουφλί, Κορνοφωλιά, Δαδιά, Κοτρωνιά, Σιδηρό και Γιαννούλη. Η εικόνα στα υπόλοιπα μέτωπα.",
Κεφαλονιά: Προφυλακίστηκε εποχικός πυροσβέστης για εμπρησμό,https://www.kathimerini.gr/society/562594129/kefalonia-profylakistike-epochikos-pyrosvestis-gia-emprismo/,2023-09-01,,ΚΟΙΝΩΝΙΑ,Ομολόγησε ότι είχε προκαλέσει κατά το παρελθόν άλλες πέντε δασικές πυρκαγιές σε περιοχές του νησιού.,
Aναστολή συμβάσεων εργασίας στις πυρόπληκτες επιχειρήσεις,https://www.kathimerini.gr/society/562593925/anastoli-symvaseon-ergasias-stis-pyropliktes-epicheiriseis/,2023-09-01,,ΚΟΙΝΩΝΙΑ,Οι εργαζόμενοι των οποίων η σύμβαση εργασίας τελεί σε αναστολή είναι δικαιούχοι έκτακτης οικονομικής ενίσχυσης.,
"Μητσοτάκης για πυρκαγιές: Αντιπολιτευτικές κορώνες, καμία πρόταση – «Θα είμαστε μόνοι στον δρόμο της ευθύνης»",https://www.kathimerini.gr/politics/562593475/mitsotakis-gia-pyrkagies-antipoliteytikes-korones-kamia-protasi-tha-eimaste-monoi-ston-dromo-tis-eythynis/,2023-09-01,,ΚΥΒΕΡΝΗΣΗ,"Τις βασικές κατευθύνσεις πάνω στις οποίες θα κινηθεί η κυβέρνηση το επόμενο χρονικό διάστημα παρουσίασε ο πρωθυπουργός, Κυριάκος Μητσοτάκης κατά την εισήγησή του στο σημερινό υπουργικό συμβούλιο.",
Συνεδριάζει σήμερα το υπουργικό συμβούλιο – Στο επίκεντρο πυρκαγιές και μεταρρυθμίσεις,https://www.kathimerini.gr/politics/562593133/synedriazei-simera-to-ypoyrgiko-symvoylio-sto-epikentro-pyrkagies-kai-metarrythmiseis/,2023-09-01,,ΠΟΛΙΤΙΚΗ,"Συνεδρίαση του υπουργικού συμβουλίου υπό τον πρωθυπουργό, Κυριάκο Μητσοτάκη, θα πραγματοποιηθεί σήμερα, Παρασκευή στις 11:00, στο Μέγαρο Μαξίμου.",
Εβρος: Μάχη με τη φωτιά για 14η ημέρα – Πώς εξελίσσονται τα μέτωπα,https://www.kathimerini.gr/society/562593127/evros-14i-imera-mainetai-i-pyrkagia-se-epifylaki-oi-katoikoi-sto-soyfli/,2023-09-01,,ΚΟΙΝΩΝΙΑ,"Για 14η συνεχόμενη ημέρα μαίνεται η πυρκαγιά στον Εβρο με το βορειοανατολικό μέτωπο, αριστερά και πάνω από το Σουφλί να προκαλεί τη μεγαλύτερη ανησυχία.",
Περί ευθύνης των δήμων,https://www.kathimerini.gr/opinion/readers/562592728/peri-eythynis-ton-dimon/,2023-09-01,,ΓΡΑΜΜΑΤΑ ΑΝΑΓΝΩΣΤΩΝ,Στην πρώτη σελίδα του φύλλου σας της 30/8/2023 και μέσα σε πλαίσιο γράφονται τα εξής: «Η προστασία των δασών δεν μπορεί να είναι αποστολή μόνο του κεντρικού κράτους.,
"Meteo: 20% κάτω οι μεγάλες πυρκαγιές, 270% πάνω οι καμένες εκτάσεις",https://www.kathimerini.gr/society/562592350/meteo-20-kato-oi-megales-pyrkagies-270-pano-oi-kamenes-ektaseis/,2023-08-31,,ΚΟΙΝΩΝΙΑ,"Με 1.610.080 στρέμματα καμένων εκτάσεων έως την Τετάρτη, η Ελλάδα κατατάσσεται πρώτη μεταξύ 20 μεσογειακών χωρών.",
Υπουργικό συμβούλιο με 14 θέματα στην ατζέντα την Παρασκευή,https://www.kathimerini.gr/politics/562592260/ypoyrgiko-symvoylio-me-14-themata-stin-atzenta-tin-paraskeyi/,2023-08-31,,ΠΟΛΙΤΙΚΗ,Η συνεδρίαση θα ξεκινήσει με ενημέρωση από τον υπουργό Κλιματικής Κρίσης και Πολιτικής Προστασίας για τις πυρκαγιές.,
Ανεξέλεγκτο το μέτωπο στον Εβρο για 13η νύχτα – Σε «ετοιμότητα» το Σουφλί,https://www.kathimerini.gr/society/562592203/anexelegkto-to-metopo-ston-evro-gia-13i-nychta-se-etoimotita-to-soyfli/,2023-08-31,,ΚΟΙΝΩΝΙΑ,"Επιχειρήσεις της πυροσβεστικής σε Κορνοφωλιά, Δαδιά, Κοτρωνιά, Σιδηρώ και Γιαννούλη. Στο Σουφλί εστάλη μήνυμα 112 στους κατοίκους ζητώντας τους να παραμείνουν σε ετοιμότητα. Η εικόνα στα υπόλοιπα μέτωπα.",
Copernicus: 44% πάνω από τον μέσο όρο 17ετίας οι καμένες εκτάσεις στην Ε.Ε.,https://www.kathimerini.gr/world/562592095/copernicus-44-pano-apo-ton-meso-oro-tis-periodoy-2006-2022-oi-kamenes-ektaseis-fetos-stin-e-e/,2023-08-31,,ΚΟΣΜΟΣ,"Σχεδόν σε όλες τις μεγάλες μεσογειακές χώρες, τη Γαλλία, την Ισπανία και την Ιταλία, οι φετινές καταστροφές είναι μεγαλύτερες σε σχέση με τον μέσο όρο των προηγούμενων 17 ετών.",
Βουλή: Σκληρή αντιπαράθεση με βαριές εκφράσεις για τις πυρκαγιές,https://www.kathimerini.gr/politics/562592074/voyli-live-i-syzitisi-ton-politikon-archigon-gia-tis-pyrkagies/,2023-08-31,,ΠΟΛΙΤΙΚΗ,Οι πολιτικοί αρχηγοί «διασταύρωσαν τα ξίφη» τους στη συζήτηση για τις πυρκαγιές στη Βουλή.,
Copernicus: Το χρονικό της φωτιάς στη Ροδόπη μέσα από δορυφορικές εικόνες,https://www.kathimerini.gr/society/562591792/copernicus-to-chroniko-tis-fotias-sti-rodopi-mesa-apo-doryforikes-eikones/,2023-08-31,,ΚΟΙΝΩΝΙΑ,"Οι ισχυροί άνεμοι και ο ζεστός καιρός έκαναν τη φωτιά να αναπτυχθεί γρήγορα, όπως αναφέρει η Υπηρεσία Διαχείρισης Εκτάκτων Αναγκών της Ευρωπαϊκής Ένωσης Copernicus.",
Ανδρουλάκης: Κάτι πάει στραβά στο «βασίλειο» του πολυδιάστατου αποσυντονισμού,https://www.kathimerini.gr/politics/562591747/androylakis-kati-paei-strava-sto-vasileio-toy-polydiastatoy-aposyntonismoy/,2023-08-31,,ΠΟΛΙΤΙΚΗ,"Ο κ. Ανδρουλάκης ανέφερε πως οι κυβερνητικοί χειρισμοί «είναι τα αποκαλυπτήρια μιας κυβέρνησης αυξημένης αυταρέσκειας, αυξημένης αλαζονείας και μηδενικής αποτελεσματικότητας.",
Φάμελλος: Αφήσατε τη χώρα μας ανέτοιμη και αθωράκιστη κ. Μητσοτάκη,https://www.kathimerini.gr/politics/562591660/famellos-afisate-ti-chora-mas-anetoimi-kai-athorakisti-k-mitsotaki/,2023-08-31,,ΠΟΛΙΤΙΚΗ,"«H ελληνική Βουλή για ακόμα μία φορά δυστυχώς, όπως και το 2021, έρχεται μέσα σε μία εξελισσόμενη πρωτοφανή φυσική καταστροφή να συζητήσει για το θέμα των αγρο-δασικών πυρκαγιών», ανέφερε ο πρόεδρος της ΚΟ του ΣΥΡΙΖΑ ΠΣ.",
Μητσοτάκης: Αύξηση προστίμων και άμεση φυλάκιση για εμπρηστές από αμέλεια,https://www.kathimerini.gr/politics/562591654/mitsotakis-ayxisi-prostimon-kai-amesi-fylakisi-gia-empristes/,2023-08-31,,ΠΟΛΙΤΙΚΗ,"Τα μέτρα και τις παρεμβάσεις της κυβέρνησης για την αντιμετώπιση των συνεπειών των μεγάλων και καταστροφικών πυρκαγιών του καλοκαιριού, παρουσίασε από το βήμα της Βουλής, ο πρωθυπουργός.",
Βουλή: Live η μάχη των πολιτικών αρχηγών για τις πυρκαγιές,https://www.kathimerini.gr/politics/562591345/voyli-live-i-machi-ton-politikon-archigon-gia-tis-pyrkagies/,2023-08-31,,ΠΟΛΙΤΙΚΗ,"Στην προ ημερησίας διατάξεως συζήτηση για τη διαχείριση των πύρινων μετώπων, στη Βουλή μεταφέρεται η σύγκρουση των πολιτικών αρχηγών.",
Βουλή: Σήμερα η σύγκρουση των πολιτικών αρχηγών για τη διαχείριση των πυρκαγιών,https://www.kathimerini.gr/politics/562591252/voyli-simera-i-sygkroysi-ton-politikon-archigon-gia-ti-diacheirisi-ton-pyrkagion/,2023-08-31,,ΠΟΛΙΤΙΚΗ,"Στην προ ημερησίας διατάξεως συζήτηση για τη διαχείριση των πύρινων μετώπων, στη Βουλή μεταφέρεται σήμερα Πέμπτη 31 Αυγούστου η σύγκρουση των πολιτικών αρχηγών.",
Μάχη στον Εβρο για 12η νύχτα – Μεγάλη φωτιά στα Φάρσαλα,https://www.kathimerini.gr/society/562590523/machi-ston-evro-gia-12i-nychta-megali-fotia-sta-farsala/,2023-08-30,,ΚΟΙΝΩΝΙΑ,"Αναζωπυρώσεις στην Πάρνηθα. Επιχειρήσεις σε Εύβοια, Εδεσσα και Θεσσαλονίκη κατά τη διάρκεια της ημέρας.",
Εβρος: Μάχη με τις αναζωπυρώσεις – 81 πυρκαγιές σε όλη την επικράτεια,https://www.kathimerini.gr/society/562590430/evros-machi-me-tis-anazopyroseis-81-pyrkagies-se-oli-tin-epikrateia/,2023-08-30,,ΚΟΙΝΩΝΙΑ,"Σύμφωνα με την Πυροσβεστική, το τελευταίο 24ωρο εκδηλώθηκαν 47 νέες δασικές πυρκαγιές.",
Meteo: Τα οχτώ στάδια της πυρκαγιάς στον Εβρο – Εικόνες από δορυφόρο,https://www.kathimerini.gr/society/562590190/meteo-i-exelixi-tis-kamenis-ektasis-apo-doryforo-sti-megali-pyrkagia-ston-evro/,2023-08-30,,ΚΟΙΝΩΝΙΑ,"Η πυρκαγιά ξεκίνησε στις 19 Αυγούστου και συνεχίζει να καίει μέχρι και σήμερα, έχοντας ενεργές εστίες περιμετρικά των καμένων εκτάσεων.",
Πυρκαγιές: Πάνω από 826.000 στρέμματα έγιναν στάχτη στον Εβρο – Νέοι χάρτες,https://www.kathimerini.gr/society/562589572/pyrkagies-pano-apo-826-000-stremata-eginan-stachti-se-evro-kai-parnitha-neoi-chartes/,2023-08-30,,ΚΟΙΝΩΝΙΑ,Πρόκειται για πιο πρόσφατες εικόνες υψηλής ανάλυσης του περιβαλλοντικού δορυφόρου Sentinel-2.,
Πυρόσβεση και εθελοντισμός,https://www.kathimerini.gr/opinion/readers/562588993/pyrosvesi-kai-ethelontismos/,2023-08-30,,ΓΡΑΜΜΑΤΑ ΑΝΑΓΝΩΣΤΩΝ,"Καθώς η χώρα μας βρίσκεται για άλλη μια χρονιά αντιμέτωπη με εκτεταμένες δασικές πυρκαγιές, παρατηρώ μετά λύπης ότι διεξάγεται έτι μία φορά η παραδοσιακή κατόπιν εορτής συζήτηση για τον αριθμό των εναερίων μέσων που (πρέπει να) διαθέτει η χώρα, καθώς επίσης και για το αν πρέπει να γίνουν επιπλέον […]",
Ο ΑΔΜΗΕ δεν προκαλεί φωτιές;,https://www.kathimerini.gr/opinion/562588969/o-admie-den-prokalei-foties/,2023-08-30,,ΑΠΟΨΕΙΣ,"Είναι εντυπωσιακό όχι μόνο το ύφος, αλλά και οι απαιτήσεις, στο εξώδικο που έστειλε ο Ανεξάρτητος Διαχειριστής Μεταφοράς Ηλεκτρικής Ενέργειας (ΑΔΜΗΕ) προς την εφημερίδα και τον γράφοντα για τις πυρκαγιές.",
ΠΑΣΟΚ: Επικοινωνιακοί οι λόγοι της σύσκεψης στο Μαξίμου,https://www.kathimerini.gr/politics/562588696/pasok-epikoinoniakoi-oi-logoi-tis-syskepsis-sto-maximoy/,2023-08-29,,ΠΟΛΙΤΙΚΗ,Για διάψευση των προσδοκιών από τη σύσκεψη στο Μέγαρο Μαξίμου κάνει λόγο η Χαριλάου Τρικούπη.,
Αναζωπυρώσεις σε Εβρο και Πάρνηθα – Συνδρομή από εννέα χώρες,https://www.kathimerini.gr/society/562588576/anazopyroseis-se-evro-kai-parnitha-syndromi-apo-ennea-chores/,2023-08-29,,ΚΟΙΝΩΝΙΑ,"Ισχυρές δυνάμεις αντιμετωπίζουν διάσπαρτες καύσεις στην Πάρνηθα, μάχη με τις αναζωπυρώσεις στον Εβρο.",
Εβρος: Mήνυμα 112 για εκκένωση της περιοχής Κοτρωνιά,https://www.kathimerini.gr/society/562588537/evros-minyma-112-gia-ekkenosi-tis-periochis-kotronia/,2023-08-29,,ΚΟΙΝΩΝΙΑ,Αντιμέτωπες με αναζωπυρώσεις βρίσκονται οι πυροσβεστικές δυνάμεις στον Εβρο.,
Πυρκαγιές: Τι αποφασίστηκε στο Μαξίμου για Εβρο και Πάρνηθα,https://www.kathimerini.gr/politics/562588048/pyrkagies-ti-apofasistike-sto-maximoy-gia-evro-kai-parnitha/,2023-08-29,,ΠΟΛΙΤΙΚΗ,"Η άμεση κήρυξη των δασικών καμμένων περιοχών σε αναδασωτέες, καθώς και η εκκίνηση των διαδικασιών για αντιδιαβρωτικά και αντιπλημμυρικά έργα αποφασίστηκε, μεταξύ άλλων, στη σύσκεψη που πραγματοποιήθηκε νωρίτερα στο Μαξίμου, υπό τον πρωθυπουργό, για τις πυρκαγιές σε Εβρο και Πάρνηθα. Μετα τη σύσκεψη ο  Υπουργός Περιβάλλοντος και Ενέργειας Θεόδωρος Σκυλακάκης έκανε την ακόλουθη δήλωση: «Στην […]",
Εκθεση: Η ατμοσφαιρική ρύπανση είναι η σοβαρότερη απειλή για την ανθρώπινη υγεία παγκοσμίως,https://www.kathimerini.gr/life/environment/562587910/ekthesi-i-atmosfairiki-rypansi-einai-i-sovaroteri-apeili-gia-tin-anthropini-ygeia-pagkosmios/,2023-08-29,,ΠΕΡΙΒΑΛΛΟΝ,Η Ασία και η Αφρική είναι εκείνες που αντιμετωπίζουν το μεγαλύτερο πρόβλημα έχοντας μάλιστα τις χειρότερες υποδομές για να παρέχουν στους πολίτες εγκαίρως και με ακρίβεια ενημερωτικά στοιχεία.,
Αναζωπυρώσεις σε Eβρο και Ροδόπη – 74 πυρκαγιές πανελλαδικά,https://www.kathimerini.gr/society/562586761/anazopyroseis-se-evro-kai-rodopi-74-pyrkagies-panelladika/,2023-08-28,,ΚΟΙΝΩΝΙΑ,Το τελευταίο 24ωρο εκδηλώθηκαν 27 νέες δασικές πυρκαγιές.,
Βορίδης: Άμεση ενεργοποίηση της διαδικασίας των αποζημιώσεων για τους πυροπαθείς του Έβρου,https://www.kathimerini.gr/politics/562586743/voridis-amesi-energopoiisi-tis-diadikasias-ton-apozimioseon-gia-toys-pyropatheis-toy-evroy/,2023-08-28,,ΠΟΛΙΤΙΚΗ,"«Η εκ του σύνεγγυς διαπίστωση του μεγέθους των ζημιών που υπέστη ο Έβρος προκειμένου άμεσα να ενεργοποιηθεί η διαδικασία των αποζημιώσεων και η πρόσκληση εκ μέρους του πρωθυπουργού προς το σύνολο των θεσμικών φορέων και φορέων της παραγωγής, του εμπορίου, τουρισμού, πρωτογενούς τομέα να υποβάλλουν άμεσα τις προτάσεις τους για την προοπτική και το μέλλον του Έβρου, προκειμένου να ληφθούν υπόψη στον σχεδιασμό της επόμενης ημέρας της πυρκαγιάς, συνιστούν το διττό χαρακτήρα της σημερινής επίσκεψης στο νομό του κυβερνητικού κλιμακίου», σύμφωνα με τον Υπουργό Επικρατείας Μάκη Βορίδη.",
Στο στρατηγείο του «112»: Πώς λαμβάνεται η απόφαση εκκένωσης,https://www.kathimerini.gr/society/562586515/sto-stratigeio-toy-112-pos-lamvanetai-i-apofasi-ekkenosis/,2023-08-29,,ΕΡΕΥΝΕΣ,Οι άνθρωποι που εργάστηκαν για τη λειτουργία του ενιαίου ευρωπαϊκού αριθμού έκτακτης ανάγκης στην Ελλάδα αλλά και όσοι επιχειρούν τη βελτίωση του μηχανισμού μιλούν στην «Κ».,
Κεραυνοί «εμπρηστές»: Μύθοι και πραγματικότητα για τις ξηρές καταιγίδες,https://www.kathimerini.gr/society/562586182/keraynoi-empristes-mythoi-kai-pragmatikotita-gia-tis-xires-kataigides/,2023-08-28,,ΚΟΙΝΩΝΙΑ,"Ενας κεραυνός που προέρχεται από ξηρή καταιγίδα δεν επαρκεί για να ξεκινήσει μια δασική πυρκαγιά, καθώς, όπως εξηγεί στην «Κ» ο διδάκτορας Μετεωρολογίας Γιώργος Παπαβασιλείου, θα πρέπει να συνυπάρχουν και άλλοι παράγοντες.",
Εβρος: Σε εξέλιξη τα πύρινα μέτωπα για δέκατο 24ώρο,https://www.kathimerini.gr/society/562585804/evros-se-exelixi-ta-pyrina-metopa-gia-dekato-24oro/,2023-08-28,,ΚΟΙΝΩΝΙΑ,"Στη Λευκίμμη η φωτιά πλησίασε τα πρώτα σπίτια, αλλά αναχαιτίστηκε από πυροσβέστες και εθελοντές.",
Πυρκαγιές: Ολονύχτια μάχη με τις αναζωπυρώσεις σε Έβρο και Ροδόπη,https://www.kathimerini.gr/society/562585786/pyrkagies-olonychtia-machi-me-tis-anazopyroseis-se-evro-kai-rodopi/,2023-08-27,,ΚΟΙΝΩΝΙΑ,Μάχη με τις αναζωπυρώσεις σε Έβρο και Ροδόπη θα συνεχίσουν να δίνουν οι δυνάμεις της Πυροσβεστικής για ακόμη ένα βράδυ.,
Μάχη με τις αναζωπυρώσεις σε Εβρο και Ροδόπη – 105 πυρκαγιές σε όλη την επικράτεια,https://www.kathimerini.gr/society/562585717/machi-me-tis-anazopyroseis-se-evro-kai-rodopi-105-pyrkagies-se-oli-tin-epikrateia/,2023-08-27,,ΚΟΙΝΩΝΙΑ,"Συνεχίζεται η μάχη με τις αναζωπυρώσεις σε Εβρο, Ροδόπη, Πάρνηθα και Βοιωτία, με τις πυροσβεστικές δυνάμεις να αντιμετωπίζουν συνολικά 105 πυρκαγιές σε όλη την επικράτεια.",
Η «ξηρή καταιγίδα» άναψε φωτιές – Μάχη στα ενεργά μέτωπα σε Εβρο και Ανδρο,https://www.kathimerini.gr/society/562585501/i-xiri-kataigida-prokalese-pyrkagies-machi-sta-energa-metopa-se-evro-kai-andro/,2023-08-26,,ΚΟΙΝΩΝΙΑ,"Πυρκαγιές ξέσπασαν το Σάββατο σε πολλά σημεία της Αττικής, λόγω των πρωινών κεραυνών. Οι περισσότερες εστίες αντιμετωπίστηκαν άμεσα από τις πυροσβεστικές δυνάμεις. Ανησυχητικές διαστάσεις έλαβε η φωτιά στην Άνδρο, ενώ μαίνεται η πυρκαγιά στον Έβρο.",
